epoch,train_loss,val_loss,val_residual_loss,val_veto_loss,val_ranking_loss,val_regret_loss,val_sparsity_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss,val_event_focus_mean,val_affected_event_focus_mean,val_normal_advantage_mean,val_positive_rate,val_affected_positive_rate,val_ranking_positive_count,val_ranking_negative_count,val_normal_veto_mean,val_affected_normal_veto_mean,val_effective_gate_mean,val_base_gate_mean
1,0.7291345322967335,0.8708680862149568,0.7499324064902025,0.5480488314076835,0.0,0.2234867304900214,0.18630957398072615,0.09546445675757967,0.32338645638810654,0.5512711835311562,0.4940684233655345,0.607450005849801,-0.06738380127315732,0.24204827109170018,0.27433984363499425,0.0,0.0,0.1731362543370127,0.19176265931382486,0.3690892721520267,0.44851706949295717
2,0.7099106429488795,0.8680125926912994,0.7498343983830266,0.538611825544595,0.0,0.2249524623380055,0.17250524215790475,0.09217399122963128,0.2891909772424982,0.5141488237460154,0.4940684233655345,0.607450005849801,-0.06738380127315732,0.24204827109170018,0.27433984363499425,0.0,0.0,0.15942080758769642,0.17825117620528866,0.37468638642117486,0.44851706949295717
3,0.7060906814921434,0.8656943407665986,0.7495638866471085,0.530564220928648,0.0,0.22429578837590117,0.16747773307127237,0.0893661345657789,0.2735078007156251,0.4918269994221334,0.4940684233655345,0.607450005849801,-0.06738380127315732,0.24204827109170018,0.27433984363499425,0.0,0.0,0.15268263731997375,0.17414281791773042,0.3773637019600292,0.44851706949295717
