model,group,subset,count,positive_rate,score_mean,score_pos_mean,score_neg_mean,score_pos_neg_gap,normal_advantage_mean,final_gain_mean,final_better_rate,hist_auc
element_normal_veto,overall,all,274055.0,0.26403459159657733,0.03751127599993495,0.047013322457733445,0.034102326439032105,0.01291099601870134,-0.06572120868810342,0.0008397466514735645,0.5206801554432504,0.6688997826066431
element_normal_veto,overall,affected,87720.0,0.29163246694026446,0.04257988411878752,0.050575055598002676,0.039288299632945,0.011286755965057675,-0.09978911064382198,0.0006573825431237022,0.5013793889648883,0.6427329759906365
element_normal_veto,overall,unaffected,186335.0,0.2510424772587007,0.0351251525975374,0.045065478231935685,0.03179326274231063,0.013272215489625053,-0.049683232142872354,0.0009255972945865059,0.5297662811602758,0.6799132669786174
element_normal_veto,severity_low,all,70176.0,0.24950125398996809,0.03486189338980721,0.04562386642821816,0.03128410490879372,0.01433976151942444,-0.043674777111509855,0.0007987499458804728,0.5257780437756497,0.6923869655448881
element_normal_veto,severity_low,affected,14132.0,0.2771016133597509,0.041451760572469624,0.04960023922332852,0.03832828343887885,0.011271955784449672,-0.06726137080351473,0.0003451036823203826,0.5059439569770733,0.6477562684822942
element_normal_veto,severity_low,unaffected,56044.0,0.2425415744771965,0.03320019895284009,0.044478315345627704,0.02958889565899161,0.014889419686636096,-0.03772720481018566,0.0009131409421803656,0.5307793876240097,0.7027513624473108
element_normal_veto,severity_mid,all,94601.0,0.26083233792454624,0.0378485767599962,0.04744240067578053,0.034463174976368104,0.012979225699412428,-0.0635641925617181,0.0009799286846279875,0.5174046785974779,0.6683794632977326
element_normal_veto,severity_mid,affected,30564.0,0.289229158487109,0.042809726980370104,0.051193866853423656,0.03939802579836893,0.011795841055054726,-0.0746384353511745,0.0011416682661402526,0.5029773589844261,0.6459884588723526
element_normal_veto,severity_mid,unaffected,64037.0,0.24727891687618095,0.03548068639449644,0.04534811832589956,0.032239103376493695,0.013109014949405862,-0.0582786052197604,0.0009027325547446252,0.5242906444711651,0.6773318105430616
element_normal_veto,severity_high,all,109278.0,0.2761397536558136,0.03892065469322884,0.04746866712205181,0.03565974064488415,0.011808926477167664,-0.08174626647550079,0.0007447195123720001,0.5202419517194677,0.6537081248949468
element_normal_veto,severity_high,affected,43024.0,0.2981126812941614,0.042787157378715794,0.05044618373033564,0.03953413823884309,0.01091204549149255,-0.1283403206444658,0.0004159223353930092,0.49874488657493493,0.6387808420142017
element_normal_veto,severity_high,unaffected,66254.0,0.26187098137470943,0.036409826493567075,0.04526753582419312,0.03326731756001641,0.012000218264176708,-0.051489035416763945,0.0009582337113991396,0.534201708576086,0.6626590577269306
element_normal_veto,recovery_short_lt30,all,100995.0,0.252873904648745,0.036111495863748934,0.046622261579116135,0.032553999500242216,0.01406826207887392,-0.0497686607336655,0.0007388932812987588,0.5247190454973019,0.6829808803224532
element_normal_veto,recovery_short_lt30,affected,25232.0,0.28293436905516806,0.0426142398023264,0.051162193521953406,0.039241452447856866,0.01192074107409654,-0.05916826899327713,0.0006040069034317781,0.5057863031071655,0.6465712044942007
element_normal_veto,recovery_short_lt30,unaffected,75763.0,0.24286261103704976,0.03394583142255486,0.044860817332381606,0.030444694091159845,0.01441612324122176,-0.04663822878658685,0.0007838156455971585,0.5310243786544884,0.6939255780691841
element_normal_veto,recovery_mid_30_90,all,37098.0,0.26252089061404926,0.03652626936662164,0.04662069850489849,0.032932949238777855,0.013687749266120638,-0.04638061495247281,0.0015143731874428098,0.5251765593832551,0.6819380546995693
element_normal_veto,recovery_mid_30_90,affected,10884.0,0.29612274898934215,0.04073418102696963,0.04989717061569399,0.03687929061521416,0.013017880000479834,-0.05275065613909187,0.002197043397926781,0.5217750826901875,0.6671172755958825
element_normal_veto,recovery_mid_30_90,unaffected,26214.0,0.24856946669718472,0.03477915292078249,0.04500006167047647,0.03139812736422823,0.013601934306248238,-0.043735786682267505,0.001230929891077984,0.5265888456549935,0.6861250680237828
element_normal_veto,recovery_long_ge90,all,135962.0,0.27273797090363483,0.03881982229181624,0.04738576915574507,0.03560741895839989,0.011778350197345182,-0.08284823629186684,0.0007305866721368193,0.5164531266089054,0.6544860334456882
element_normal_veto,recovery_long_ge90,affected,51604.0,0.29493837687001007,0.04295237016336338,0.05044320577270022,0.03981883569837584,0.010624370074324381,-0.12957191072435895,0.00035874494520551594,0.4949228741957988,0.6357447817888211
element_normal_veto,recovery_long_ge90,unaffected,84358.0,0.2591574006021954,0.036291834426251404,0.04525722715089384,0.03315561105601758,0.012101616094876262,-0.05426613980529387,0.0009580520041333457,0.5296237464140923,0.6650483371307184
element_normal_veto,severity_high_and_long,all,97254.0,0.27470335410368724,0.0388923859996385,0.047495855046114435,0.03563385472506804,0.011862000321046395,-0.08557197749520103,0.0008000438680667745,0.518415694984268,0.6549040263243018
element_normal_veto,severity_high_and_long,affected,38428.0,0.2949151660247736,0.04275663722013055,0.05036997233186619,0.039572214750254193,0.010797757581612,-0.138950322211551,0.0003500661793673564,0.4955761423961695,0.6378278860290828
element_normal_veto,severity_high_and_long,unaffected,58826.0,0.26150001699928604,0.03636806944061582,0.04537842858837376,0.033177535758090196,0.012200892830283562,-0.050702650484017266,0.001093991146843867,0.533335599904804,0.6656310211285441
focused_impact_veto,overall,all,274055.0,0.26403459159657733,0.04087435784330314,0.04981891093050608,0.03766541433260628,0.012153496597899806,-0.06572120868810342,0.0009008740601423529,0.5204977103136231,0.6585412980641359
focused_impact_veto,overall,affected,87720.0,0.29163246694026446,0.046137615889943674,0.05380934497144779,0.04297919152219708,0.010830153449250715,-0.09978911064382198,0.0008514995207379216,0.5012767897856817,0.6365917369480962
focused_impact_veto,overall,unaffected,186335.0,0.2510424772587007,0.03839660006375927,0.047636618322113876,0.03529944568175542,0.012337172640358454,-0.049683232142872354,0.0009241178661721203,0.5295462473502026,0.6675128122727557
focused_impact_veto,severity_low,all,70176.0,0.24950125398996809,0.037680866368426706,0.04747437448031111,0.03442504140154072,0.01304933307877039,-0.043674777111509855,0.0007538305430734801,0.5255785453716371,0.6784267580744705
focused_impact_veto,severity_low,affected,14132.0,0.2771016133597509,0.04444654715702866,0.051859608494754655,0.041604970395230007,0.010254638099524649,-0.06726137080351473,0.0001992771615918242,0.5056609114067365,0.635208855423566
focused_impact_veto,severity_low,unaffected,56044.0,0.2425415744771965,0.03597483894524986,0.04621103479072375,0.03269716326911676,0.01351387152160699,-0.03772720481018566,0.0008936661791290572,0.5306009563914067,0.6885365696044955
focused_impact_veto,severity_mid,all,94601.0,0.26083233792454624,0.04130938150670139,0.05033800078299521,0.038123425200855925,0.012214575582139287,-0.0635641925617181,0.0010265576577670862,0.5172778300440799,0.6579894829331955
focused_impact_veto,severity_mid,affected,30564.0,0.289229158487109,0.0466481966293159,0.05466543855771108,0.04338579473983821,0.011279643817872873,-0.0746384353511745,0.0012633304017450112,0.502944640753828,0.6397492691112109
