epoch,train_loss,val_loss,val_residual_loss,val_veto_loss,val_node_event_veto_loss,val_ranking_loss,val_regret_loss,val_sparsity_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss,val_event_focus_mean,val_affected_event_focus_mean,val_tail_focus_mean,val_affected_tail_focus_mean,val_event_target_boost_mean,val_affected_event_target_boost_mean,val_severity_high_rate,val_recovery_long_rate,val_high_long_rate,val_high_risk_affected_positive_rate,val_normal_advantage_mean,val_positive_rate,val_affected_positive_rate,val_ranking_positive_count,val_ranking_negative_count,val_node_event_target_mean,val_node_event_positive_rate,val_normal_veto_mean,val_affected_normal_veto_mean,val_effective_gate_mean,val_base_gate_mean
1,0.7897433182026478,0.9843985039393107,0.8700380927721659,0.347462996562322,1.1964814736048381,0.0,0.1759540379444758,0.11208586178223293,0.1285878200531006,0.407812654654185,0.7028749923706055,0.47866355403264366,0.6096109938621521,0.7249870193799337,0.9125499370892842,0.0,0.0,0.30966666841506957,0.3469999998410543,0.24766666766007742,0.15122067562739056,-0.07299518996477126,0.23292926037311554,0.20490911972522735,0.0,0.0,0.8061676766077678,0.8061676766077678,0.13053948024908701,0.11891122448444366,0.379572789033254,0.43744783878326415
2,0.7632424374844166,0.9627589065233867,0.8689141589800516,0.33402317023277284,0.4771763670444489,0.0,0.17511303118864696,0.0694496145049731,0.10486514075597127,0.3758134237130483,0.594780025323232,0.47866355403264366,0.6096109938621521,0.7249870193799337,0.9125499370892842,0.0,0.0,0.30966666841506957,0.3469999998410543,0.24766666766007742,0.15122067562739056,-0.07299518996477126,0.23292926037311554,0.20490911972522735,0.0,0.0,0.8061676766077678,0.8061676766077678,0.07565001573165257,0.07415645774205526,0.403191400607427,0.43744783878326415
