epoch,train_loss,val_loss,val_final_loss,val_incident_loss,val_branch_loss,val_gate_loss,val_normal_better_gate_loss,val_convex_gate_loss,val_hard_rate,val_affected_rate,val_normal_better_rate,val_convex_target_rate,val_gate_mean
1,0.5225916301748555,0.6262089588775981,0.6209042037423038,0.7102207056262321,0.9352654872712759,0.7095064413706679,0.6390244121463362,0.10609511487372156,0.5436957410817602,0.2938357565530315,0.29332088993575955,0.9133837158857082,0.45355561199722044
2,0.5222493577155338,0.6266514840823092,0.6213446009163169,0.7091318909046953,0.9327425631420615,0.7099077336105,0.6247656026959052,0.10613768001516483,0.5439605463330609,0.2938357565530315,0.2927727377596313,0.9133971571269325,0.4468100945148024
3,0.5214909725128465,0.62573739534492,0.6204643358171333,0.7165073911852315,0.9427073218609445,0.7077038101732057,0.6264638371273329,0.1054611816747227,0.5439538665562205,0.2938357565530315,0.29485266448209974,0.9124127006987847,0.4483203947503287
