epoch,train_loss,val_loss,val_final_loss,val_incident_loss,val_branch_loss,val_gate_loss,val_normal_better_gate_loss,val_hard_rate,val_affected_rate,val_normal_better_rate,val_gate_mean
1,0.563329815864563,0.6559114903211594,0.6185967773199081,0.7153514474630356,0.9438623338937759,0.7148516327142715,0.7462941110134125,0.5374734550714493,0.2905643507838249,0.21912581846117973,0.4511333033442497
