epoch,train_loss,val_loss,val_residual_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss,val_branch_loss,val_confidence_loss,val_gate_alignment_loss
1,0.44850295409560204,0.5203627198934555,0.4932522773742676,0.21618950366973877,0.4219808131456375,0.7317103892564774,0.4937218800187111,0.07804061472415924,0.0027709348360076547
