model,normal_branch,incident_branch_inputs,test_all_baseline_robust_mae,test_all_model_robust_mae,test_all_improvement_pct,test_affected_baseline_robust_mae,test_affected_model_robust_mae,test_affected_improvement_pct,test_unaffected_model_robust_mae,residual_beta,metrics_path
statistical normal + residual STGNN,statistical blend,statistical residual,0.8735301349917209,0.7377990838182282,15.538221949810481,1.3887628653871522,1.1659160432634303,16.046427196308837,0.5369353996866257,1.0,outputs/full_candidate_stgnn_heatmap_model/ablation_sigma_3_00_undirected/metrics.json
learned normal,learned normal STGNN,future residual target only,0.8328134204049883,0.7579412627589067,8.990267905345718,1.2938370202139187,1.1645762557725081,9.990498217467838,0.5671564814933486,1.0,outputs/impact_guided_next_stage/full_candidate_stgnn_learned_normal/metrics.json
+ normal_delta,learned normal STGNN,normal_delta,0.8328134204049883,0.7434222257040413,10.733640033979885,1.2938370202139187,1.1620324815757939,10.187105221052702,0.547018895340765,0.9500000000000001,outputs/impact_guided_next_stage/full_candidate_stgnn_learned_normal_delta/metrics.json
+ dual historical residual,learned normal STGNN,normal_delta + dual history,0.8328134204049883,0.7253570706360818,12.902811978780507,1.2938370202139187,1.1380052619925234,12.044156704963548,0.531751021917739,1.0,outputs/impact_guided_next_stage/full_candidate_stgnn_learned_normal_dual/metrics.json
+ disagreement proxy,learned normal STGNN,normal_delta + abs(normal_delta) + dual history,0.8328134204049883,0.7247766522599878,12.972505665490282,1.2938370202139187,1.1380977764154783,12.037006312641372,0.5308548843059329,1.0,outputs/impact_guided_next_stage/full_candidate_stgnn_learned_normal_uncertainty/metrics.json
+ temporal decay head,learned normal STGNN,normal_delta + abs(normal_delta) + dual history + temporal gate,0.8328134204049883,0.7239268936328126,13.07454035973932,1.2938370202139187,1.1308203914140393,12.599471668612999,0.5330208146537404,1.0,outputs/impact_guided_next_stage/full_candidate_stgnn_learned_normal_decay/metrics.json
