seed,test_all_model_robust_mae,test_all_baseline_robust_mae,test_all_improvement_pct,test_affected_model_robust_mae,test_affected_baseline_robust_mae,test_affected_improvement_pct,test_unaffected_model_robust_mae,test_unaffected_improvement_pct,horizon_06_test_affected_model_robust_mae,horizon_12_test_affected_model_robust_mae,residual_beta,metrics_path
7,0.7180658550041897,0.8328134204049883,13.778304070195944,1.1234169271158214,1.2938370202139187,13.171681628797463,0.5278834544609178,14.37560952962248,1.1337849757104128,1.3647689904394904,1.05,outputs/impact_guided_next_stage/dual_branch_gate_full_no_aux/metrics.json
11,0.7198378406954451,0.8328134204049883,13.56553304035427,1.1296395821302645,1.2938370202139187,12.690735812807885,0.5275672811902359,14.426893848834208,1.139821525142533,1.3741877046378992,1.05,outputs/impact_guided_next_stage/dual_branch_gate_full_no_aux_seed_11/metrics.json
23,0.7165832554892934,0.8328134204049883,13.956327079740555,1.1187967084253907,1.2938370202139187,13.528775962801513,0.5278729773001963,14.377308958716258,1.1288752526998753,1.3565890717041458,1.0,outputs/impact_guided_next_stage/dual_branch_gate_full_no_aux_seed_23/metrics.json
