epoch,train_loss,val_loss,val_model_mae,val_blend_mae,val_mae_improvement_pct,val_model_rmse,val_blend_rmse,val_model_mape,val_blend_mape,val_model_robust_mae,val_blend_robust_mae,val_robust_improvement_pct,val_valid_values
1,0.025517838315704765,0.7879570362974571,5.037599167449482,6.00965643511059,16.174922446181736,14.34087921028523,16.989946386766064,17.78905008076846,18.39674277092085,0.7879570362974571,0.8894908751468809,11.41482635588112,27326570.0
2,0.024104169521106642,0.7675138753464119,4.921034383843271,6.00965643511059,18.11454719619569,14.072260891384094,16.989946386766064,17.68177319329228,18.39674277092085,0.7675138753464119,0.8894908751468809,13.713125475326208,27326570.0
3,0.023516236339442248,0.7567501924123207,4.863487516453766,6.00965643511059,19.072120528562827,13.911103863579,16.989946386766064,17.4780068496236,18.39674277092085,0.7567501924123207,0.8894908751468809,14.923220287407764,27326570.0
4,0.023194427963948147,0.7583051373798011,4.820643168901183,6.00965643511059,19.785045601987502,13.76890631522436,16.989946386766064,18.405109978013158,18.39674277092085,0.7583051373798011,0.8894908751468809,14.748407367913378,27326570.0
5,0.0229749468424977,0.7478663199863722,4.778411804198258,6.00965643511059,20.487770710467814,13.698831781089886,16.989946386766064,17.567715148805952,18.39674277092085,0.7478663199863722,0.8894908751468809,15.921979541063006,27326570.0
