epoch,train_loss,val_loss,selection_loss,val_final_loss,val_source_loss,val_target_loss,val_regret_loss,val_correction_l1,val_unaffected_correction,val_non_tail_affected_correction,val_affected_correction,val_affected_rate,val_target_rate,val_regret_rate,val_severity_high_rate,val_recovery_long_rate,val_high_long_rate
1,0.7272411916829362,0.9101480491956075,0.7259927806854248,0.7259927806854248,0.72604212586085,0.18399274011452993,0.000829004729942729,0.001213171811774373,0.0010677937647948661,0.0013537575394536058,0.001551464181393385,0.30022190999984744,0.17563161687056222,0.179636483391126,0.341,0.3696666668256124,0.2830000001589457
2,0.7272426229489001,0.9102440252304077,0.7258251164754231,0.7258251164754231,0.72604212586085,0.1838921368122101,0.0030244334265589713,0.003889345481370886,0.003225424885128935,0.004285624946157138,0.005430663205683231,0.30022190999984744,0.17563161687056222,0.179636483391126,0.341,0.3696666668256124,0.2830000001589457
3,0.726964576334893,0.9102209677696228,0.7257977436383565,0.7257977436383565,0.72604212586085,0.18387361307938893,0.0034583932844301063,0.004103582724928856,0.0033172620305170616,0.004216834764927626,0.005922784333427747,0.30022190999984744,0.17563161687056222,0.179636483391126,0.341,0.3696666668256124,0.2830000001589457
4,0.7289615258385863,0.910465214252472,0.7256601338386536,0.7256601338386536,0.72604212586085,0.183917942126592,0.006421120180437962,0.00654111556832989,0.0048953496925532814,0.0064263128787279125,0.010341543222467105,0.30022190999984744,0.17563161687056222,0.179636483391126,0.341,0.3696666668256124,0.2830000001589457
5,0.7271895634977124,0.9105699804623921,0.7256585361162822,0.7256585361162822,0.72604212586085,0.18397444021701811,0.007062005798021952,0.006984002997477849,0.005207212001085281,0.006470730585356553,0.011079741997023423,0.30022190999984744,0.17563161687056222,0.179636483391126,0.341,0.3696666668256124,0.2830000001589457
