epoch,train_loss,val_loss,val_residual_loss,val_hard_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss
1,0.5601214073953175,0.6162822819702921,0.4502489440410931,1.6603333220911205,0.21703408672380267,0.4357979001553244,0.7641987479047309
2,0.528524295772825,0.5908895570707011,0.4321958930330789,1.5869366055602532,0.21703408672380267,0.43542426192201356,0.7774690774726933
3,0.5124953508377075,0.5793218937466219,0.4244629681783766,1.5485892231110963,0.21703408672380267,0.4336112602856501,0.774763318864665
4,0.5048002279940106,0.5734939759702399,0.42072197240087034,1.5277200173858256,0.21703408672380267,0.43227806717759326,0.7764616283803965
5,0.4982939788273403,0.5681157631647175,0.41628461752350876,1.5183114433239602,0.21703408672380267,0.4329391790044426,0.7843118681070209
