epoch,train_loss,val_loss,val_residual_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss,val_branch_loss,val_gate_alignment_loss
1,0.4322493299841881,0.49841491878032684,0.48849108070135117,0.21618950366973877,0.4214734435081482,0.8365428298711777,0.4907234460115433,0.010936874197795987
