model,group,subset,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,best_f1_selected_gain,hp_threshold,hp_precision,hp_recall,hp_selected_gain,hp_selected_rate
hierarchical_conservative,severity_high,unaffected,0.0275,0.4752122700747308,0.3365056486800498,0.8084550030244005,0.0019400454988445079,0.0825,0.38319131912822574,0.11534675168284304,0.004249817725460495,0.07752603405157617
hierarchical_conservative,recovery_short_lt30,all,0.0275,0.476302374741249,0.3370965218265967,0.8113564664055366,0.001270536778149012,0.1625,0.6153846153846154,5.97779547869439e-06,0.03283826204446646,2.4247583495154865e-06
hierarchical_conservative,recovery_short_lt30,affected,0.03,0.4885777050619193,0.3464810399200062,0.8282575980447623,0.0005229445464040887,0.1625,0.6153846153846154,2.2630066306094277e-05,0.03283826204446646,1.031818095232048e-05
hierarchical_conservative,recovery_short_lt30,unaffected,0.0275,0.47183706488204963,0.3354985851211841,0.7948412529169129,0.0015587891651337655,0.155,0.5,1.0154614155125949e-06,0.09303045272827148,4.876327793581143e-07
hierarchical_conservative,recovery_mid_30_90,all,0.0275,0.485048683824249,0.34362970832762835,0.8242744359495628,0.0016372810426540404,0.1625,0.6,6.236046845183901e-06,0.05798536539077759,2.7220350369461815e-06
hierarchical_conservative,recovery_mid_30_90,affected,0.03,0.5043154541760376,0.3612407010465263,0.8350490530467461,0.0012384529718266707,0.1625,0.6,1.8604189663512225e-05,0.05798536539077759,9.240846017934634e-06
hierarchical_conservative,recovery_mid_30_90,unaffected,0.0275,0.4752718844054245,0.33746115391586917,0.8033331248827466,0.0018589992486301664,0.1575,1.0,3.126758801826027e-06,0.3054794669151306,7.717329649594647e-07
hierarchical_conservative,recovery_long_ge90,all,0.0275,0.48316576856599225,0.3404235374637528,0.8320513615780659,0.0015229689337284546,0.17,0.6428571428571429,4.502242116574054e-06,0.04400693093027387,1.9086800223370096e-06
hierarchical_conservative,recovery_long_ge90,affected,0.03,0.49408109496837604,0.35095789427865115,0.8343249035984367,0.001213868768739775,0.1675,0.5555555555555556,1.7841128320531332e-05,0.013293868965572782,9.506580314055161e-06
hierarchical_conservative,recovery_long_ge90,unaffected,0.0275,0.47532100087284546,0.33653528752753653,0.8089134470105763,0.0018353685020972227,0.0825,0.3803813427594386,0.11409108568961795,0.003761241813482275,0.07729064909603908
hierarchical_conservative,severity_high_and_long,all,0.0275,0.48362957550830415,0.34061659109269427,0.8336500539205443,0.001576842068307769,0.1525,0.5084745762711864,8.386863655456458e-05,0.02072304403567213,4.532135722869887e-05
hierarchical_conservative,severity_high_and_long,affected,0.03,0.49379411551936175,0.35078219896685664,0.8336812351890567,0.0012176961608522043,0.1525,0.5198237885462555,0.00018716908347423888,0.022737175406732223,0.00010708370502071621
hierarchical_conservative,severity_high_and_long,unaffected,0.0275,0.47577202099914734,0.3367884260454495,0.8100636836035648,0.0019693295271989704,0.0825,0.384633346954774,0.1152502052193817,0.004332754697684162,0.07767583364886098
