epoch,train_loss,train_positive_rate,val_score_mean,val_positive_rate,val_score_pos_mean,val_score_neg_mean,val_score_pos_neg_gap,val_auc
1,0.6652669016637258,0.14222171968293035,0.41145613010237875,0.25486261492183465,0.436196951145907,0.40299392492037345,0.03320302622553356,0.6222145488383473
