epoch,train_loss,val_loss,val_residual_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss
1,0.5534266531467438,0.6569039026896158,0.6281103690465292,0.2517527788877487,0.5856444438298544,0.8540329138437907
