label,group,group_label,target,samples,mean_delta,median_delta,std_delta,se_delta,ci95_low,ci95_high,improve_rate,worse_rate,p_normal_approx,source_sample_mae,adapter_sample_mae
seed7,recovery_short_lt30,recovery < 30 min,affected,11287,-0.0002954896574765193,-8.034706115722656e-05,0.003743650871227308,3.5237580222664275e-05,-0.0003645553147129413,-0.00022642400024009736,0.5425710994949943,0.4573403030034553,5.045056975378475e-17,0.9467436022910625,0.946448112633586
seed11,recovery_short_lt30,recovery < 30 min,affected,11287,-0.00039402767157727835,-0.00013720989227294922,0.004569102705063053,4.300724844634579e-05,-0.0004783218785321161,-0.0003097334646224406,0.5483299370957739,0.4516700629042261,5.099629337154707e-20,0.9440965898974619,0.9437025622258847
seed23,recovery_short_lt30,recovery < 30 min,affected,11287,-0.0003701598977001224,-0.0001493692398071289,0.004624711506059385,4.353067321366443e-05,-0.0004554800171989047,-0.0002848397782013401,0.542925489501196,0.45707451049880393,1.8407445861611403e-17,0.9459131990079257,0.9455430391102255
seed7,recovery_short_lt30,recovery < 30 min,unaffected,12503,-0.00020777846326839827,-4.553794860839844e-05,0.001979976035784012,1.770731928849721e-05,-0.0002424848090738528,-0.00017307211746294375,0.5415500279932816,0.45836999120211147,8.528451343438899e-32,0.5211885124218518,0.5209807339585835
seed11,recovery_short_lt30,recovery < 30 min,unaffected,12503,-0.00036440475345597044,-0.00016039609909057617,0.0018369274592730282,1.6428007432057485e-05,-0.0003966036480228031,-0.0003322058588891378,0.5953771094937215,0.4046228905062785,5.134011920706002e-109,0.5209414507564457,0.5205770460029897
seed23,recovery_short_lt30,recovery < 30 min,unaffected,12503,-0.00026276864282447776,-4.738569259643555e-05,0.0022275712720748225,1.9921612706233583e-05,-0.00030181500372869556,-0.00022372228192025993,0.5237143085659441,0.4762856914340558,1.0001386646345128e-39,0.5196563933671264,0.519393624724302
seed7,recovery_mid_30_90,30 <= recovery < 90 min,all,3380,-0.00013518941825663549,-9.605288505554199e-05,0.0021444758290359387,3.6886105614073665e-05,-0.00020748618526021987,-6.28926512530511e-05,0.5331360946745562,0.4668639053254438,0.0002472903478555529,0.7025609361349479,0.7024257467166912
seed11,recovery_mid_30_90,30 <= recovery < 90 min,all,3380,-0.0011087222564855272,-0.0005730986595153809,0.0025370912167702077,4.363929558319876e-05,-0.0011942552758285967,-0.0010231892371424577,0.6985207100591716,0.3014792899408284,2.1368543430174643e-142,0.7035707183931706,0.7024619961366851
seed23,recovery_mid_30_90,30 <= recovery < 90 min,all,3380,-0.0005127366037058407,-0.00021699070930480957,0.0025399751092779416,4.368890004233026e-05,-0.000598366847788808,-0.0004271063596228734,0.5748520710059172,0.42485207100591715,8.325272826494489e-32,0.7023412098722345,0.7018284732685287
seed7,recovery_mid_30_90,30 <= recovery < 90 min,affected,3377,-0.0003016300859061578,-0.00015982985496520996,0.00514297275528733,8.850110502837262e-05,-0.0004750922517617681,-0.00012816792005054743,0.5306485045898727,0.46905537459283386,0.0006539126814533531,1.1023157065194282,1.102014076433522
seed11,recovery_mid_30_90,30 <= recovery < 90 min,affected,3377,-0.001974260737319158,-0.0007946491241455078,0.006121335029760983,0.00010533692091325628,-0.00218072110230914,-0.0017678003723291754,0.6271838910275392,0.37281610897246076,2.2356164526092655e-78,1.1020037020438869,1.1000294413065677
seed23,recovery_mid_30_90,30 <= recovery < 90 min,affected,3377,-0.0008869144226059534,-0.0003383457660675049,0.005911842765970236,0.00010173194423487202,-0.0010863090333063025,-0.0006875198119056043,0.5649985193959135,0.43470535978679303,2.8278237268082448e-18,1.1009157680224342,1.1000288535998282
seed7,recovery_mid_30_90,30 <= recovery < 90 min,unaffected,3359,-0.00010105857282353498,-5.9157609939575195e-05,0.0023664577162956463,4.083135073740697e-05,-0.00018108802026885263,-2.102912537821732e-05,0.5328966954450729,0.46710330455492705,0.013322722455357771,0.5317832762356066,0.531682217662783
seed11,recovery_mid_30_90,30 <= recovery < 90 min,unaffected,3359,-0.0007220139551212405,-0.00034630298614501953,0.0023071771701074096,3.980851193633771e-05,-0.0008000386385164625,-0.0006439892717260186,0.6621018160166716,0.3378981839833284,1.6215420956969654e-73,0.532486001025729,0.5317639870706077
seed23,recovery_mid_30_90,30 <= recovery < 90 min,unaffected,3359,-0.0003478240846132515,-0.0001386404037475586,0.0025569336406242138,4.411786171951145e-05,-0.00043429509358349394,-0.0002613530756430091,0.5573087228341769,0.4426912771658232,3.1712973057740676e-15,0.531321363876834,0.5309735397922208
seed7,recovery_long_ge90,recovery >= 90 min,all,11556,-0.0002570659458616606,-0.0002079010009765625,0.0029419494891571633,2.7367268016129683e-05,-0.0003107057911732748,-0.0002034261005500464,0.5437867774316373,0.4562132225683628,5.821005599886308e-21,0.8083984130763314,0.8081413471304698
seed11,recovery_long_ge90,recovery >= 90 min,all,11556,-0.0006742711404938729,-0.00042438507080078125,0.003678921973865886,3.4222900168847176e-05,-0.0007413480248248134,-0.0006071942561629324,0.5788335064035999,0.4211664935964001,2.0588997202899918e-86,0.8073582599715157,0.8066839888310218
seed23,recovery_long_ge90,recovery >= 90 min,all,11556,-0.0003584429503064867,-0.00018844008445739746,0.0034027212914963098,3.165356370385857e-05,-0.0004204839351660495,-0.0002964019654469239,0.5446521287642783,0.4553478712357217,9.988356586485065e-30,0.8044694255651921,0.8041109826148856
seed7,recovery_long_ge90,recovery >= 90 min,affected,11541,-0.00035968522437368087,-0.00034165382385253906,0.005708398132220327,5.3136449834442984e-05,-0.0004638326660491891,-0.0002555377826981726,0.5432804782947751,0.45671952170522484,1.295980612303599e-11,1.2546369723330728,1.2542772871086991
seed11,recovery_long_ge90,recovery >= 90 min,affected,11541,-3.806860631202848e-05,-5.6743621826171875e-05,0.007534716786651672,7.013668130308313e-05,-0.00017553650166607143,9.939928904201446e-05,0.5051555324495278,0.49484446755047223,0.5872830677364981,1.2521347146445445,1.2520966460382326
seed23,recovery_long_ge90,recovery >= 90 min,affected,11541,-0.0003393286397392875,-0.0003001093864440918,0.006517672843368948,6.0669558789915596e-05,-0.00045824097496752203,-0.00022041630451105293,0.5362620223550819,0.46373797764491814,2.2309881623055424e-08,1.2462799191647929,1.2459405905250536
seed7,recovery_long_ge90,recovery >= 90 min,unaffected,11531,-0.0001963567899433616,-6.031990051269531e-05,0.0034656492943759636,3.22738760102725e-05,-0.0002596135869234957,-0.0001330999929632275,0.5170410198595091,0.4829589801404908,1.1716331152179078e-09,0.5453475114898569,0.5451511546999136
seed11,recovery_long_ge90,recovery >= 90 min,unaffected,11531,-0.001077014174628636,-0.0005521774291992188,0.003622768172792615,3.373704633426374e-05,-0.001143138785443793,-0.001010889563813479,0.6480790911456075,0.35192090885439253,1.2490295131838588e-223,0.5462551280008404,0.5451781138262117
seed23,recovery_long_ge90,recovery >= 90 min,unaffected,11531,-0.0003496017415270658,-0.00010800361633300781,0.003722086136402884,3.4661945356317776e-05,-0.00041753915442544864,-0.0002816643286286829,0.5323909461451739,0.4676090538548261,6.368762854191221e-24,0.5442949290522294,0.5439453273107023
seed7,severity_high_and_long,severity high and recovery >= 90 min,all,8029,-0.00022870787708321905,-0.0001913309097290039,0.003152749739800116,3.5185098370150787e-05,-0.0002976706698887146,-0.0001597450842777235,0.5351849545397932,0.46481504546020674,8.024815191230442e-11,0.8603195926145059,0.8600908847374227
seed11,severity_high_and_long,severity high and recovery >= 90 min,all,8029,-0.0005068587720846978,-0.0003026127815246582,0.003949896052729678,4.408135520961939e-05,-0.0005932582282955519,-0.0004204593158738438,0.54900983933242,0.45099016066758,1.3460544401130652e-30,0.8590189942774343,0.8585121355053497
seed23,severity_high_and_long,severity high and recovery >= 90 min,all,8029,-0.0002743325898323339,-0.00015425682067871094,0.0036581974945122915,4.082596124804203e-05,-0.00035435147387849627,-0.00019431370578617155,0.5285838834225931,0.4714161165774069,1.8227124907957567e-11,0.8554171388659119,0.8551428062760795
seed7,severity_high_and_long,severity high and recovery >= 90 min,affected,8029,-0.00039633558078280774,-0.00037097930908203125,0.0060462959996157506,6.747745209076348e-05,-0.0005285913868807041,-0.00026407977468491134,0.5400423464939594,0.4599576535060406,4.264309032179132e-09,1.3755299367158138,1.375133601135031
seed11,severity_high_and_long,severity high and recovery >= 90 min,affected,8029,0.00036999385032340234,0.00027561187744140625,0.007925735208609595,8.845223883465496e-05,0.00019662746220747862,0.0005433602384393261,0.47814173620625233,0.5218582637937477,2.8771408098144195e-05,1.3735861522068433,1.3739561460571668
seed23,severity_high_and_long,severity high and recovery >= 90 min,affected,8029,-0.0002539832270714069,-0.0002276897430419922,0.007031702221244675,7.847471406968939e-05,-0.00040779366664799813,-0.00010017278749481574,0.5231037489102005,0.4768962510897995,0.0012100622601481637,1.3650195608438658,1.3647655776167944
seed7,severity_high_and_long,severity high and recovery >= 90 min,unaffected,8011,-0.0001479037982138366,-1.1414289474487305e-05,0.0037695485160238124,4.211588890427394e-05,-0.00023045094046621352,-6.535665596145967e-05,0.5033079515665959,0.4966920484334041,0.0004450343178215177,0.5453664276155062,0.5452185238172924
seed11,severity_high_and_long,severity high and recovery >= 90 min,unaffected,8011,-0.001115286975053645,-0.0005974173545837402,0.0038855548204639475,4.3411988054935526e-05,-0.0012003744716413188,-0.0010301994784659714,0.6423667457246286,0.35763325427537135,1.4826431482234848e-145,0.5463006383140813,0.5451853513390276
seed23,severity_high_and_long,severity high and recovery >= 90 min,unaffected,8011,-0.00029570043213491567,-9.185075759887695e-05,0.0039937589421659555,4.462091606029603e-05,-0.0003831574276130959,-0.00020824343665673545,0.5244039445762078,0.4755960554237923,3.427013180322452e-11,0.5445898016127676,0.5442941011806327
