epoch,train_loss,val_loss,val_residual_loss,val_selection_loss,val_regret_loss,val_oracle_gap_mean,val_target_normal_rate,val_target_incident_rate,val_target_fused_rate,val_hard_rate,val_selector_normal_mean,val_selector_incident_mean,val_selector_fused_mean,val_effective_gate_mean,val_base_gate_mean
1,0.9252119734883308,0.9905222952365875,0.5819690302014351,1.902447983622551,0.28063662350177765,0.22469692304730415,0.4400881715118885,0.38446497917175293,0.17544685490429401,0.6064552664756775,0.11395123600959778,0.11387628130614758,0.7721724808216095,0.4511365704238415,0.43683695048093796
