group,samples,source_all_mae,adapter_all_mae,all_delta,source_affected_mae,adapter_affected_mae,affected_delta,source_unaffected_mae,adapter_unaffected_mae,unaffected_delta
overall,27499,0.7089259051533077,0.7088127603089388,-0.00011314484436890906,1.1048647832174778,1.1047338672164362,-0.00013091600104154672,0.5231595178817875,0.5230547164275038,-0.00010480145428371406
severity_low,9167,0.5705439679010053,0.5704475564218995,-9.641147910576221e-05,0.836312865040496,0.8361626015525015,-0.00015026348799429182,0.5045167638350917,0.5044337239786875,-8.3039856404261e-05
severity_mid,9167,0.6626897548829057,0.6625446691907589,-0.0001450856921466455,0.960240854267053,0.960044297625195,-0.00019655664185797426,0.5253479836474944,0.5252266586174031,-0.0001213250300912699
severity_high,9165,0.8365287717703241,0.8364326779250121,-9.609384531216574e-05,1.288899957480793,1.2888201620833621,-7.979539743049935e-05,0.5367202723481513,0.5366133916126109,-0.00010688073554026309
recovery_short_lt30,12563,0.6070172498863317,0.6069071162157766,-0.00011013367055504255,0.9376953772986726,0.937548026977777,-0.00014735032089538275,0.5054371619993708,0.5053384646168779,-9.86973824928865e-05
recovery_mid_30_90,3380,0.6704724586876742,0.6703251257058463,-0.00014733298182785135,1.0284623881010555,1.0282037767684207,-0.00025861133263480865,0.5209879743504903,0.520887094381977,-0.00010087996851327221
recovery_long_ge90,11556,0.7930445071290562,0.7929377240085952,-0.00010678312046095305,1.1935781693860472,1.1934788495532611,-9.931983278629954e-05,0.5399570539215839,0.5398455572492818,-0.0001114966723020286
severity_high_and_long,8029,0.8403422424207392,0.8402524228762367,-8.981954450238382e-05,1.2763552324424,1.2762854587502874,-6.977369211246574e-05,0.5409737845653918,0.5408702157885174,-0.00010356877687443073
