epoch,train_loss,train_positive_rate,val_score_mean,val_positive_rate,val_score_pos_mean,val_score_neg_mean,val_score_pos_neg_gap,val_auc
1,0.6840402962462352,0.24726597414141652,0.5031302009330934,0.25486261492183465,0.5252259588025315,0.4955726884600477,0.02965327034248383,0.6467361307688844
