epoch,train_loss,val_loss,val_final_loss,val_incident_loss,val_branch_loss,val_gate_loss,val_hard_rate,val_affected_rate,val_gate_mean
1,0.8389139622449875,0.973813384771347,0.6187158823013306,0.6771590709686279,0.9122326374053955,0.7163215428590775,0.5051947012543678,0.2905643507838249,0.476070873439312
