epoch,train_loss,val_loss,val_residual_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss,val_branch_loss,val_gate_alignment_loss
1,0.4041524597576686,0.4513718302671895,0.4420561607040717,0.21703408672380267,0.44843666812035776,0.8260240009409726,0.4657833964091709,0.037084309443020325
2,0.39875361720720925,0.4472132456523023,0.4379464851936548,0.21703408672380267,0.44629271143880944,0.7714526241668811,0.4633380734096117,0.03614824387687745
3,0.3981923733438764,0.4508606035143739,0.44123291372436646,0.21703408672380267,0.4517465607897952,0.7597554153997741,0.4813845264670866,0.04574011276306783
4,0.3975436730044229,0.4413796230543562,0.4319568296035485,0.21703408672380267,0.4460109348188562,0.6964303820682527,0.47113975748465675,0.042936410009860995
5,0.39037562410036725,0.4428534833118141,0.4335611767146082,0.21703408672380267,0.4468957424694363,0.7199650308686714,0.4646153542000478,0.03924526914773086
