epoch,train_loss,val_loss,val_residual_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss
1,0.5528954267501831,0.6542838017145792,0.6281151175498962,0.2517527788877487,0.6035270094871521,0.7049058477083842
