model,group,subset,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,best_f1_selected_gain,hp_threshold,hp_precision,hp_recall,hp_selected_gain,hp_selected_rate
element_normal_veto,overall,all,0.025,0.4797163111958144,0.3376832727426536,0.8279682083740576,0.0012955143936856164,0.11750000000000001,0.3883275724541345,0.0015299746174015888,0.009681475285997347,0.0010351519548573564
element_normal_veto,overall,affected,0.0275,0.49409691460897254,0.3507056339593288,0.8358445467422096,0.0007843821329560517,0.0725,0.3994343147948703,0.17127596789423985,0.0023356737307356173,0.1252372807805692
element_normal_veto,overall,unaffected,0.025,0.4718090518411011,0.3334823042082677,0.8062284903144494,0.0016052347491757014,0.14,0.45454545454545453,1.2181039481185166e-05,0.05828688880710891,6.67205418193236e-06
element_normal_veto,severity_low,all,0.0275,0.4766123304846686,0.3440731475269035,0.775239593480951,0.0013846430635541353,0.1475,0.6,3.2911192438324425e-06,0.11211365461349487,1.3580476272735076e-06
element_normal_veto,severity_low,affected,0.0275,0.4935136892723987,0.35258931771019975,0.8220900916655737,0.000865817763651972,0.1475,0.5,4.857741053255415e-06,0.006359070539474487,2.729753080185132e-06
element_normal_veto,severity_low,unaffected,0.0275,0.47152733208541914,0.34147599834800013,0.7615727652627865,0.0015428675556243081,0.1375,0.5555555555555556,2.8341176754e-05,0.09778350012169944,1.2207159566903543e-05
element_normal_veto,severity_mid,all,0.025,0.47864191961977265,0.33688149755120295,0.8263874431475405,0.0013638387507919271,0.1525,0.5,7.598056721013034e-07,-0.054368019104003906,3.972654629125875e-07
element_normal_veto,severity_mid,affected,0.0275,0.4949742487751682,0.3515129472979135,0.8362820507246062,0.0011333502791908627,0.1525,0.5,2.1740359237696042e-06,-0.054368019104003906,1.2579415421985926e-06
element_normal_veto,severity_mid,unaffected,0.025,0.4700177209590616,0.3320345351717114,0.8042310243975369,0.0015224787895709666,0.145,1.0,1.1680168941963577e-06,0.1905418038368225,2.9031638098567055e-07
element_normal_veto,severity_high,all,0.025,0.4824616313952126,0.33882454973543025,0.8375017445215736,0.001230744477283799,0.15,0.6,1.885969268759422e-06,0.06746947765350342,8.595556544235571e-07
element_normal_veto,severity_high,affected,0.0275,0.4936861609599508,0.34962640701108705,0.8396581647670182,0.0005302266093026848,0.15,0.6,4.349786642965163e-06,0.06746947765350342,2.1565109378234767e-06
element_normal_veto,severity_high,unaffected,0.025,0.4737913179367369,0.33454106777448855,0.8116236868829807,0.001800564048321445,0.1075,0.39951317599746006,0.004189765872553426,0.011991300187348146,0.002700949777312422
element_normal_veto,recovery_short_lt30,all,0.0275,0.4750209366415092,0.34205488026086034,0.7771014566393133,0.0012930255930272908,0.14,0.40540540540540543,2.241673304510396e-05,0.04376976292681049,1.3802470604934309e-05
element_normal_veto,recovery_short_lt30,affected,0.0275,0.48976793541410935,0.34834717114627767,0.8244925207630859,0.0006680915668240846,0.1325,0.3937007874015748,0.00028287582882617846,0.013566973905159733,0.00020160138168380014
