epoch,train_loss,val_loss,val_residual_loss,val_gate_loss,val_hard_residual_loss,val_delta_l2,val_hard_rate,val_affected_rate,val_gate_mean,val_base_gate_mean,val_delta_abs_mean
1,0.7300479957035609,0.8414049276461629,0.626606492490566,0.6970545207421611,0.9419074657517563,0.06985092227465484,0.5334465486184655,0.29402569801543765,0.48312002080264704,0.46713470804572965,0.2038036327642025
2,0.7276811378342765,0.8408492193120835,0.626565586906392,0.6944375667821786,0.9418767845373536,0.09195269264563924,0.5334465486184655,0.29402569801543765,0.48726196785325754,0.46713470804572965,0.23301397036073634
3,0.7273536000932966,0.8404926407463703,0.6263300285278955,0.6939599298688085,0.9414775916216758,0.10483389502414812,0.5334465486184655,0.29402569801543765,0.4953929017725484,0.46713470804572965,0.2479818816178468
