epoch,train_loss,val_loss,selection_loss,val_final_loss,val_source_loss,val_target_loss,val_regret_loss,val_correction_l1,val_unaffected_correction,val_non_tail_affected_correction,val_affected_correction,val_affected_rate,val_target_rate,val_regret_rate,val_severity_high_rate,val_recovery_long_rate,val_high_long_rate
1,0.7272867620745792,0.9101296807924907,0.726040175596873,0.726040175596873,0.72604212586085,0.18402198334534964,0.00010282599351679285,0.0001684929229474316,0.00015948894460840772,0.00016270397983801863,0.00018942898085030417,0.30022190999984744,0.17563161687056222,0.179636483391126,0.341,0.3696666668256124,0.2830000001589457
2,0.7272868639306177,0.9101093834241232,0.7260410300890605,0.7260410300890605,0.72604212586085,0.18402172879378,6.786977086449041e-05,0.00012808325293008237,0.00012552146310918034,0.00012817679392173887,0.00013414762978209183,0.30022190999984744,0.17563161687056222,0.179636483391126,0.341,0.3696666668256124,0.2830000001589457
3,0.7270722698561752,0.9101076784133911,0.7260414708455404,0.7260414708455404,0.72604212586085,0.18402285452683767,6.465616957090484e-05,0.00011269468158328284,0.00010894510658302655,0.00011152869680275519,0.00012154853351724645,0.30022190999984744,0.17563161687056222,0.179636483391126,0.341,0.3696666668256124,0.2830000001589457
4,0.7292433426349978,0.9100890622138977,0.7260407767295838,0.7260407767295838,0.72604212586085,0.1840221608877182,3.908955334918573e-05,6.684063768868024e-05,6.365839989545444e-05,6.804437343574439e-05,7.426755180737624e-05,0.30022190999984744,0.17563161687056222,0.179636483391126,0.341,0.3696666668256124,0.2830000001589457
5,0.7276516028597385,0.9100867102940877,0.7260418974558512,0.7260418974558512,0.72604212586085,0.18402301955223083,3.26591201495224e-05,5.445974929413448e-05,5.126356330583803e-05,5.835795963260656e-05,6.19237957483468e-05,0.30022190999984744,0.17563161687056222,0.179636483391126,0.341,0.3696666668256124,0.2830000001589457
