epoch,train_loss,val_loss,val_residual_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss
1,0.4373861974193936,0.47592514340741227,0.45166451262105456,0.21703408672380267,0.23400667113051435,0.41867659271926516
2,0.4097035601025536,0.4552595141365772,0.4327047793904383,0.21703408672380267,0.20959143501077357,0.4025054836815981
3,0.39825593375024343,0.44680126603847087,0.4251223018503238,0.21703408672380267,0.19814896117494107,0.39238386413937604
4,0.3927468771026248,0.44336050091766,0.4213147052282832,0.21703408672380267,0.20746797553809773,0.38907986431854796
5,0.3886420522417341,0.4393508434642549,0.41777461714346253,0.21703408672380267,0.19883159364139083,0.38782161049996283
