group,group_label,node_type,signal,count,mean,q10,q25,q50,q75,q90
recovery_mid_30_90,30 <= recovery < 90 min,affected,correction_signed,16126,0.005846037794892577,-0.004686337197199464,0.000333204137859866,0.004568021045997739,0.009610704379156232,0.018228501081466675
recovery_mid_30_90,30 <= recovery < 90 min,unaffected,node_prob,54401,0.18700068902058378,0.05338698998093605,0.07366803288459778,0.17450150847434998,0.2621406018733978,0.34713104367256165
recovery_mid_30_90,30 <= recovery < 90 min,unaffected,branch_delta_abs,54401,0.43029864452602207,0.07609032094478607,0.13735376298427582,0.3049149513244629,0.5693317651748657,0.9206827878952026
recovery_mid_30_90,30 <= recovery < 90 min,unaffected,source_abs,54401,0.21338980907110663,0.03125304728746414,0.06269410997629166,0.15572397410869598,0.27970993518829346,0.4566441774368286
recovery_mid_30_90,30 <= recovery < 90 min,unaffected,correction_abs,54401,0.008164702006256293,0.002450637985020876,0.003801948158070445,0.0059040202759206295,0.009788411669433117,0.01644737273454666
recovery_mid_30_90,30 <= recovery < 90 min,unaffected,correction_signed,54401,0.005342421516004638,-0.0013979279901832342,0.0016687774332240224,0.004342684522271156,0.00740852952003479,0.013190819881856441
recovery_long_ge90,recovery >= 90 min,affected,node_prob,84403,0.4029021476879975,0.19316599667072296,0.2656746506690979,0.3697698712348938,0.5137262046337128,0.6780303478240968
recovery_long_ge90,recovery >= 90 min,affected,branch_delta_abs,84403,1.056096906758552,0.24384089410305027,0.3889442980289459,0.6602833271026611,1.1861777305603027,2.2744498729705818
recovery_long_ge90,recovery >= 90 min,affected,source_abs,84403,0.5847909100182554,0.12558134496212006,0.19501525163650513,0.33259594440460205,0.624949038028717,1.2431109428405762
recovery_long_ge90,recovery >= 90 min,affected,correction_abs,84403,0.016633935981077756,0.004284908622503281,0.007056674221530557,0.012781188823282719,0.022079451009631157,0.0340607613325119
recovery_long_ge90,recovery >= 90 min,affected,correction_signed,84403,0.007375007301340028,-0.007571752462536096,-0.0005685902724508196,0.005191274918615818,0.013424539472907782,0.02535715661942959
recovery_long_ge90,recovery >= 90 min,unaffected,node_prob,188349,0.19643310544263703,0.05473269894719124,0.07587218284606934,0.1839747279882431,0.27553385496139526,0.3656428575515747
recovery_long_ge90,recovery >= 90 min,unaffected,branch_delta_abs,188349,0.46189046974248876,0.07776724845170975,0.1443406641483307,0.3306911885738373,0.6078989505767822,0.9743406653404243
recovery_long_ge90,recovery >= 90 min,unaffected,source_abs,188349,0.23565514856874567,0.030349191278219223,0.06271524727344513,0.16787706315517426,0.30514952540397644,0.5091782808303835
recovery_long_ge90,recovery >= 90 min,unaffected,correction_abs,188349,0.0111460648153032,0.003067811671644449,0.00484044011682272,0.008074533194303513,0.014449549838900566,0.023428451642394068
recovery_long_ge90,recovery >= 90 min,unaffected,correction_signed,188349,0.0063738972455447546,-0.0026858568191528323,0.0012861035065725446,0.004873435012996197,0.009875070303678513,0.018064789474010474
severity_high_and_long,severity high and recovery >= 90 min,affected,node_prob,62902,0.4149735651053101,0.19680898189544677,0.27088741213083267,0.3798946589231491,0.5329139530658722,0.7067863643169403
severity_high_and_long,severity high and recovery >= 90 min,affected,branch_delta_abs,62902,1.1181560167500586,0.24993553012609482,0.3981833979487419,0.6770374774932861,1.2466737627983093,2.480427217483521
severity_high_and_long,severity high and recovery >= 90 min,affected,source_abs,62902,0.6278117245132566,0.12803224474191666,0.19978921487927437,0.34226225316524506,0.6640806198120117,1.3793169736862188
severity_high_and_long,severity high and recovery >= 90 min,affected,correction_abs,62902,0.01765768138498414,0.00457873223349452,0.007652830448932946,0.013802662957459688,0.02348090661689639,0.03573846369981766
severity_high_and_long,severity high and recovery >= 90 min,affected,correction_signed,62902,0.007554069637771352,-0.008273939508944748,-0.0009476112172706053,0.005247099325060844,0.014106635237112641,0.02658356651663781
severity_high_and_long,severity high and recovery >= 90 min,unaffected,node_prob,129151,0.19789321469961998,0.055077966302633286,0.07621658593416214,0.18521976470947266,0.27769240736961365,0.3687412440776825
severity_high_and_long,severity high and recovery >= 90 min,unaffected,branch_delta_abs,129151,0.4665532966715885,0.07748125493526459,0.14391902834177017,0.33288437128067017,0.6120697259902954,0.9827123284339905
severity_high_and_long,severity high and recovery >= 90 min,unaffected,source_abs,129151,0.2401133636101406,0.030247576534748077,0.06239948980510235,0.17056047916412354,0.30912643671035767,0.5210219025611877
severity_high_and_long,severity high and recovery >= 90 min,unaffected,correction_abs,129151,0.011710997695218522,0.0032108493614941835,0.0050633810460567474,0.00861568097025156,0.015340384095907211,0.024480754509568214
severity_high_and_long,severity high and recovery >= 90 min,unaffected,correction_signed,129151,0.006469587294653447,-0.003028211882337928,0.001093526603654027,0.004885357804596424,0.01027811411768198,0.018739759922027588
