epoch,train_loss,val_loss,val_residual_loss,val_veto_loss,val_hard_residual_loss,val_sparsity_loss,val_hard_negative_rate,val_gate_mean,val_base_gate_mean,val_veto_mean
1,0.5972811877727509,0.65312759578228,0.4079938530921936,3.5431456565856934,0.6796641498804092,0.005021485150791705,0.19420816004276276,0.46836739033460617,0.46953199803829193,0.005021485150791705
