epoch,train_loss,val_loss,val_residual_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss,val_branch_loss,val_confidence_loss,val_gate_alignment_loss
1,0.42837824736322677,0.4713983479590091,0.44821209539619467,0.21703408672380267,0.43250557764553527,0.730777286960833,0.4637250312914876,0.09752948963909433,0.021541944206480253
2,0.40680014831679207,0.45578349934624957,0.432781788407838,0.21703408672380267,0.4309744082710099,0.748951729288333,0.46003426245245693,0.09653270972668819,0.030595213885316087
3,0.39613560409772963,0.44787987046803324,0.42516186935817574,0.21703408672380267,0.4299141078728268,0.7438656676350208,0.45436002164619993,0.09505045994279605,0.03352038811169149
4,0.3903308882599785,0.44332698351387617,0.4207096712775363,0.21703408672380267,0.4320397795368979,0.7465497525250083,0.45234624635720244,0.09460050747058686,0.035496941664776176
5,0.38564535890306745,0.43920291101267306,0.4167660246418584,0.21703408672380267,0.43299095295178325,0.7525583751803185,0.4487377287875459,0.09364627273558795,0.03568048702348221
