epoch,train_loss,val_loss,val_residual_loss,val_gate_loss,val_hard_residual_loss,val_delta_l2,val_hard_rate,val_gate_mean,val_base_gate_mean,val_delta_abs_mean
1,0.45756034340177265,0.5136668277170429,0.4102287697347212,0.6969445581715306,0.6739733943013613,0.04492812638171974,0.5334465486184655,0.4858290984690985,0.46713470804572965,0.165061312507824
2,0.4566542801402864,0.5133507429451536,0.4101389770147042,0.6945933846691136,0.6738367720035525,0.060586046492531055,0.5334465486184655,0.4837660211155326,0.46713470804572965,0.18841452649891763
3,0.4566043354216076,0.5131684118103222,0.41001810495349816,0.6940069981855467,0.6736071114587441,0.06924973707193383,0.5334465486184655,0.48977798241656434,0.46713470804572965,0.2011869128202992
