epoch,train_loss,val_loss,val_final_loss,val_incident_loss,val_branch_loss,val_gate_loss,val_normal_better_gate_loss,val_hard_rate,val_affected_rate,val_normal_better_rate,val_gate_mean
1,0.5252496826041276,0.6232129965935289,0.6200488651055908,0.7495767183680928,0.9532410316865602,0.7104327845434667,0.6328260379880718,0.5980549195742452,0.2938357565530315,0.22473871840858492,0.3861242690444686
2,0.523307939243924,0.6225100108141444,0.6194756994321713,0.7728535217930298,0.9722267536992939,0.7102927651155571,0.6068626064708975,0.6125629197996146,0.2938357565530315,0.1947440192797175,0.3582814784337298
3,0.5225923930763439,0.6221561011162902,0.6191521382544066,0.7874114869229396,0.9868220513546887,0.7131090701911924,0.6007921455699016,0.6204240067390414,0.2938357565530315,0.1728418832887774,0.34117429568440244
