epoch,train_loss,val_loss,val_residual_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss
1,0.5613552033901215,0.6554571390151978,0.628105640411377,0.2517527788877487,0.6052229901154836,0.7623506387074789
