epoch,train_loss,val_loss,val_final_loss,val_source_loss,val_correction_l1,val_unaffected_correction,val_affected_correction,val_affected_rate,val_severity_high_rate,val_recovery_long_rate,val_high_long_rate
1,0.6434253748459152,0.810408726533254,0.8100555006663005,0.8111384576161702,0.036213518490393955,0.035322758634885154,0.03836626613140106,0.29008283440272015,0.3133333331743876,0.3470000000397364,0.24966666662693024
2,0.6438867110240308,0.8101850231488545,0.8097932041486104,0.8111384576161702,0.040367040316263834,0.03918183598915736,0.04323831231395404,0.29008283440272015,0.3133333331743876,0.3470000000397364,0.24966666662693024
3,0.6445359829105909,0.81007515223821,0.8096238505045573,0.8111384576161702,0.04706836306055387,0.04513072430094083,0.05175998958945274,0.29008283440272015,0.3133333331743876,0.3470000000397364,0.24966666662693024
4,0.6439226820499082,0.8102626876831055,0.8098559737205505,0.8111384576161702,0.042785974979400634,0.0406709275841713,0.04793825430671374,0.29008283440272015,0.3133333331743876,0.3470000000397364,0.24966666662693024
5,0.638596472483647,0.8102594978014628,0.8098083985646566,0.8111384576161702,0.047994221568107606,0.045109312375386554,0.05503055947025617,0.29008283440272015,0.3133333331743876,0.3470000000397364,0.24966666662693024
