group,label,samples,base_all_mae,base_affected_mae,base_unaffected_mae,candidate_all_mae,candidate_affected_mae,candidate_unaffected_mae,all_delta,affected_delta,unaffected_delta
overall,all test events,27499,0.7085746759112214,1.1052186919793279,0.5224774500048321,0.7085563180737642,1.1051773277581238,0.522469879181988,-1.8357837457183557e-05,-4.136422120404326e-05,-7.5708228441939696e-06
severity_low,severity <= 1.557,9167,0.5694949341088872,0.8341791871341278,0.5037371975294743,0.5695050727832045,0.8342326892281896,0.5037365511434209,1.0138674317317076e-05,5.350209406185247e-05,-6.46386053460013e-07
severity_mid,1.557 < severity <= 2.578,9167,0.6614145224015016,0.9578633316487399,0.5245815166483381,0.6614146962051415,0.9578845643260987,0.5245719974463771,1.738036399245857e-07,2.123267735876233e-05,-9.519201961016854e-06
severity_high,severity > 2.578,9165,0.8374189052217834,1.291912915505745,0.53620348908172,0.8373664588963065,1.2917987012952006,0.5361919882852128,-5.2446325476962485e-05,-0.0001142142105443611,-1.1500796507246669e-05
recovery_short_lt30,recovery < 30 min,12563,0.6058825261235071,0.9358978171689769,0.5045060583191737,0.6058846419583169,0.9359137936072123,0.5045039087348319,2.1158348098015978e-06,1.5976438235365542e-05,-2.149584341859523e-06
recovery_mid_30_90,30 <= recovery < 90 min,3380,0.6688325176415091,1.025355509785132,0.5199605837388147,0.6688495005882318,1.0254379193611434,0.5199502557812445,1.6982946722698955e-05,8.240957601146626e-05,-1.0327957570166468e-05
recovery_long_ge90,recovery >= 90 min,11556,0.7935886822415184,1.1955458018237142,0.5396017912274343,0.7935465134073865,1.1954554535510247,0.5395900675428843,-4.216883413188377e-05,-9.034827268949996e-05,-1.1723684550046798e-05
