group,samples,source_all_mae,adapter_all_mae,all_delta,source_affected_mae,adapter_affected_mae,affected_delta,source_unaffected_mae,adapter_unaffected_mae,unaffected_delta
overall,27499,0.7089259051533077,0.7087218176070031,-0.00020408754630449997,1.1048647832174778,1.1045915441977334,-0.00027323901974426665,0.5231595178817875,0.5229878737331775,-0.00017164414861011788
severity_low,9167,0.5705439679010053,0.5703603280325565,-0.00018363986844859134,0.836312865040496,0.8360022596597432,-0.00031060538075273336,0.5045167638350917,0.5043646692850176,-0.0001520945500740372
severity_mid,9167,0.6626897548829057,0.6624168417862486,-0.0002729130966570667,0.960240854267053,0.9598415544661433,-0.0003992998009097333,0.5253479836474944,0.5251334050644628,-0.00021457858303150002
severity_high,9165,0.8365287717703241,0.8363713011744339,-0.00015747059589036664,1.288899957480793,1.2887249566181882,-0.00017500086260436006,0.5367202723481513,0.5365744281050656,-0.0001458442430856852
recovery_short_lt30,12563,0.6070172498863317,0.6067962699810191,-0.00022097990531253333,0.9376953772986726,0.937371917207809,-0.0003234600908634,0.5054371619993708,0.5052476652345704,-0.00018949676480030606
recovery_mid_30_90,3380,0.6704724586876742,0.6702115473762031,-0.00026091131147103333,1.0284623881010555,1.0279646458130034,-0.0004977422880519666,0.5209879743504903,0.5208259415785284,-0.0001620327719619077
recovery_long_ge90,11556,0.7930445071290562,0.7928669920761603,-0.00017751505289586667,1.1935781693860472,1.1933699589560731,-0.00020821042997439033,0.5399570539215839,0.5397989388736971,-0.00015811504788669698
severity_high_and_long,8029,0.8403422424207392,0.8402021654998978,-0.00014007692084133333,1.2763552324424,1.2762021595489024,-0.00015307289349766746,0.5409737845653918,0.5408426417024111,-0.00013114286298063362
