epoch,train_loss,val_loss,val_residual_loss,val_veto_loss,val_hard_residual_loss,val_sparsity_loss,val_hard_negative_rate,val_affected_rate,val_gate_mean,val_base_gate_mean,val_veto_mean
1,0.7200689762830734,0.8286286294460297,0.6157435029745102,3.2971110343933105,0.960389643907547,0.005023947102017701,0.1973201110959053,0.2905643507838249,0.44088276475667953,0.44204191118478775,0.005023947102017701
