epoch,train_loss,val_loss,val_residual_loss,val_hard_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss
1,0.7555189877748489,0.8787914216518402,0.49251044541597366,1.9314047992229462,0.21618950366973877,0.4226307049393654,0.7296008169651031
