epoch,train_loss,val_loss,val_residual_loss,val_selection_loss,val_regret_loss,val_oracle_gap_mean,val_target_normal_rate,val_target_incident_rate,val_target_fused_rate,val_hard_rate,val_selector_normal_mean,val_selector_incident_mean,val_selector_fused_mean,val_effective_gate_mean,val_base_gate_mean
1,1.151800587773323,1.020593747496605,0.582916148006916,1.5712336301803589,0.2991280257701874,0.22469692304730415,0.4400881715118885,0.38446497917175293,0.17544685490429401,0.6064552664756775,0.19476502761244774,0.160077553242445,0.6451574042439461,0.4416133463382721,0.43683695048093796
