epoch,train_loss,val_loss,val_final_loss,val_source_loss,val_target_loss,val_correction_l1,val_unaffected_correction,val_non_tail_affected_correction,val_affected_correction,val_affected_rate,val_target_rate,val_severity_high_rate,val_recovery_long_rate,val_high_long_rate
1,0.6875224953002118,0.8239157973925273,0.639428233941396,0.6395620644887289,0.18421543498833975,0.002782445803284645,0.0026376862426598867,0.002804863647247354,0.003127702577660481,0.29255391534169517,0.16791752123832704,0.33283333357175193,0.35583333309491477,0.26950000003973645
2,0.6879757528609418,0.8237913983662923,0.6393246839841207,0.6395620644887289,0.18414163998762767,0.003582072797541817,0.0031835772910465796,0.00331790744078656,0.0045175466388463975,0.29255391534169517,0.16791752123832704,0.33283333357175193,0.35583333309491477,0.26950000003973645
3,0.6866738616152013,0.8238064958254496,0.6391691579818726,0.6395620644887289,0.18400764226913452,0.006676512273649375,0.006330845039337873,0.0062632504651943845,0.007471512059370676,0.29255391534169517,0.16791752123832704,0.33283333357175193,0.35583333309491477,0.26950000003973645
4,0.6874986075340433,0.8238280429840088,0.639397449016571,0.6395620644887289,0.1841822024981181,0.00268178474282225,0.0024812137416253487,0.002486600337550044,0.0031471900399774313,0.29255391534169517,0.16791752123832704,0.33283333357175193,0.35583333309491477,0.26950000003973645
5,0.6878058512160119,0.8239749776522318,0.6395601870218913,0.6395620644887289,0.1843284254471461,0.0008614142287212114,0.0008617131337523461,0.0008657009551922481,0.0008604230432150264,0.29255391534169517,0.16791752123832704,0.33283333357175193,0.35583333309491477,0.26950000003973645
