epoch,train_loss,val_loss,val_residual_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss,val_branch_loss,val_confidence_loss,val_gate_alignment_loss
1,0.43036816943259465,0.4731347995153726,0.447459555045663,0.21703408672380267,0.43303705288587635,0.7273050426498173,0.46445789197992277,0.06387041572612755,0.017874587562352225
2,0.408806346143995,0.4579308218476055,0.4322358365072775,0.21703408672380267,0.4310388240696673,0.7482753117008595,0.4624341413710306,0.061935210373355934,0.02384070063418607
3,0.3982412783872514,0.4499885580446654,0.42459039712801083,0.21703408672380267,0.42924123065637343,0.7464181437471149,0.457172025631487,0.05939209531713373,0.02525986795789042
4,0.3926121930281321,0.4457930789341546,0.4204334643820874,0.21703408672380267,0.43103792547812325,0.7550122854685954,0.4557458844424845,0.05891876529796366,0.026825314806503246
5,0.38802775002661205,0.4416889833734689,0.4165464265119617,0.21703408672380267,0.432475781665196,0.7595830731422923,0.45196301166181163,0.057938386118552815,0.026875165986258744
