epoch,train_loss,val_loss,val_residual_loss,val_veto_loss,val_ranking_loss,val_regret_loss,val_sparsity_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss,val_event_focus_mean,val_affected_event_focus_mean,val_event_target_boost_mean,val_affected_event_target_boost_mean,val_normal_advantage_mean,val_positive_rate,val_affected_positive_rate,val_ranking_positive_count,val_ranking_negative_count,val_normal_veto_mean,val_affected_normal_veto_mean,val_effective_gate_mean,val_base_gate_mean
1,0.7621325839097333,0.8979104944223902,0.7454918724039327,0.5747524871580489,0.9060778782327712,0.23676319426459344,0.1627285139236659,0.09926333955066002,0.335367408965149,0.5248104968388494,0.4940684233655345,0.607450005849801,0.0,0.0,-0.07111491425723623,0.25539718935829203,0.28367635711685757,69971.44375213968,153628.256555974,0.15314184600300512,0.16759186691104938,0.36846762244646697,0.43833860955145293
2,0.737296899792495,0.8923696546348877,0.74661096120199,0.5465961226083285,0.8845515843329059,0.23042848521269008,0.1746167129990337,0.09496560155814823,0.2948771817742942,0.4754185255424326,0.4940684233655345,0.607450005849801,0.0,0.0,-0.07111491425723623,0.25539718935829203,0.28367635711685757,69971.44375213968,153628.256555974,0.1602995073920813,0.18131483255266043,0.36471697372632744,0.43833860955145293
3,0.7348588705062866,0.8907684156805715,0.7465096992546056,0.5422932276147068,0.8748968001874657,0.22987354357166676,0.17733558801317492,0.09177348376983488,0.2845230751129831,0.45663960660332403,0.4940684233655345,0.607450005849801,0.0,0.0,-0.07111491425723623,0.25539718935829203,0.28367635711685757,69971.44375213968,153628.256555974,0.1633271657922667,0.18364786642518446,0.3631889849176802,0.43833860955145293
