group,label,samples,source_all_mae,source_affected_mae,source_unaffected_mae,adapter_all_mae,adapter_affected_mae,adapter_unaffected_mae,all_delta,affected_delta,unaffected_delta
overall,all test events,27499,0.7075284829132151,1.1021290314300882,0.5223900088174734,0.707234555927105,1.1015989144188825,0.5222068953645499,-0.0002939269861100824,-0.0005301170112057552,-0.00018311345292354453
severity_low,severity <= 1.557,9167,0.5699663124403138,0.8362681306787395,0.5038067052232063,0.5696935358426795,0.8357050764535594,0.5036060434150174,-0.000272776597634361,-0.0005630542251801041,-0.00020066180818889556
severity_mid,1.557 < severity <= 2.578,9167,0.6619068212118702,0.9600897260219046,0.5242734319975974,0.6614615549079467,0.9592964022400166,0.5239887994670082,-0.0004452663039234972,-0.0007933237818880112,-0.0002846325305891906
severity_high,severity > 2.578,9165,0.8340806650433672,1.2835414815661446,0.5362009946371183,0.8339043352591964,1.2832022556565281,0.5361326330094137,-0.00017632978417081446,-0.0003392259096164363,-6.836162770462728e-05
recovery_short_lt30,recovery < 30 min,12563,0.6065161953340562,0.9378633128246259,0.5047306017851748,0.6061478244135489,0.9372083021100879,0.5044502862724424,-0.00036837092050734377,-0.0006550107145379958,-0.00028031551273244304
recovery_mid_30_90,30 <= recovery < 90 min,3380,0.6697321161957819,1.0276247439130548,0.5202882507032417,0.6693433798202477,1.0267147660402605,0.5201171430349171,-0.00038873637553415996,-0.0009099778727943431,-0.00017110766832462154
recovery_long_ge90,recovery >= 90 min,11556,0.79082735054456,1.1891926843101461,0.5391099926548031,0.7906115749071018,1.1887903284761163,0.5390121194427684,-0.00021577563745822648,-0.00040235583402981057,-9.787321203469368e-05
severity_high_and_long,severity high and recovery >= 90 min,8029,0.8375846330736829,1.2705793719340213,0.5402885131514297,0.8374512705391206,1.2702871877649082,0.5402641957275992,-0.00013336253456230907,-0.00029218416911303,-2.4317423830466645e-05
