split,all_candidates_model_robust_mae,all_candidates_baseline_robust_mae,all_candidates_improvement_pct,affected_candidates_model_robust_mae,affected_candidates_baseline_robust_mae,affected_candidates_improvement_pct,unaffected_candidates_model_robust_mae,unaffected_candidates_baseline_robust_mae,unaffected_candidates_improvement_pct,horizon_01_all_candidates_model_robust_mae,horizon_01_all_candidates_baseline_robust_mae,horizon_01_all_candidates_improvement_pct,horizon_01_affected_candidates_model_robust_mae,horizon_01_affected_candidates_baseline_robust_mae,horizon_01_affected_candidates_improvement_pct,horizon_02_all_candidates_model_robust_mae,horizon_02_all_candidates_baseline_robust_mae,horizon_02_all_candidates_improvement_pct,horizon_02_affected_candidates_model_robust_mae,horizon_02_affected_candidates_baseline_robust_mae,horizon_02_affected_candidates_improvement_pct,horizon_03_all_candidates_model_robust_mae,horizon_03_all_candidates_baseline_robust_mae,horizon_03_all_candidates_improvement_pct,horizon_03_affected_candidates_model_robust_mae,horizon_03_affected_candidates_baseline_robust_mae,horizon_03_affected_candidates_improvement_pct,horizon_04_all_candidates_model_robust_mae,horizon_04_all_candidates_baseline_robust_mae,horizon_04_all_candidates_improvement_pct,horizon_04_affected_candidates_model_robust_mae,horizon_04_affected_candidates_baseline_robust_mae,horizon_04_affected_candidates_improvement_pct,horizon_05_all_candidates_model_robust_mae,horizon_05_all_candidates_baseline_robust_mae,horizon_05_all_candidates_improvement_pct,horizon_05_affected_candidates_model_robust_mae,horizon_05_affected_candidates_baseline_robust_mae,horizon_05_affected_candidates_improvement_pct,horizon_06_all_candidates_model_robust_mae,horizon_06_all_candidates_baseline_robust_mae,horizon_06_all_candidates_improvement_pct,horizon_06_affected_candidates_model_robust_mae,horizon_06_affected_candidates_baseline_robust_mae,horizon_06_affected_candidates_improvement_pct,horizon_07_all_candidates_model_robust_mae,horizon_07_all_candidates_baseline_robust_mae,horizon_07_all_candidates_improvement_pct,horizon_07_affected_candidates_model_robust_mae,horizon_07_affected_candidates_baseline_robust_mae,horizon_07_affected_candidates_improvement_pct,horizon_08_all_candidates_model_robust_mae,horizon_08_all_candidates_baseline_robust_mae,horizon_08_all_candidates_improvement_pct,horizon_08_affected_candidates_model_robust_mae,horizon_08_affected_candidates_baseline_robust_mae,horizon_08_affected_candidates_improvement_pct,horizon_09_all_candidates_model_robust_mae,horizon_09_all_candidates_baseline_robust_mae,horizon_09_all_candidates_improvement_pct,horizon_09_affected_candidates_model_robust_mae,horizon_09_affected_candidates_baseline_robust_mae,horizon_09_affected_candidates_improvement_pct,horizon_10_all_candidates_model_robust_mae,horizon_10_all_candidates_baseline_robust_mae,horizon_10_all_candidates_improvement_pct,horizon_10_affected_candidates_model_robust_mae,horizon_10_affected_candidates_baseline_robust_mae,horizon_10_affected_candidates_improvement_pct,horizon_11_all_candidates_model_robust_mae,horizon_11_all_candidates_baseline_robust_mae,horizon_11_all_candidates_improvement_pct,horizon_11_affected_candidates_model_robust_mae,horizon_11_affected_candidates_baseline_robust_mae,horizon_11_affected_candidates_improvement_pct,horizon_12_all_candidates_model_robust_mae,horizon_12_all_candidates_baseline_robust_mae,horizon_12_all_candidates_improvement_pct,horizon_12_affected_candidates_model_robust_mae,horizon_12_affected_candidates_baseline_robust_mae,horizon_12_affected_candidates_improvement_pct,affected_node_rate
test,0.708580355820755,0.8328134185907071,14.91727438544161,1.1042229762440732,1.293837031681536,14.655173008228926,0.5229529618095157,0.6165106166282147,15.175351777456699,0.5237867858527095,0.5912248438465358,11.40649935396341,0.734050575499536,0.8144241866081791,9.868765249147854,0.5851530076953597,0.6647113500529532,11.968855707256333,0.8544712872147379,0.9614806941164021,11.129646966027288,0.6312871233988507,0.7255605923953043,12.993190366806878,0.9467996584279126,1.0792830623658292,12.275130459984053,0.6639643689065301,0.7719580861632843,13.989583008773797,1.0133041645791705,1.1693877698928627,13.347463461841436,0.6900491233514399,0.8069500613586018,14.486762391509647,1.0658031085231223,1.2414683218092137,14.149794255731905,0.7135631791851647,0.8396234771517089,15.013908185867322,1.1126727548353958,1.3076997097833394,14.913741548528426,0.7362132473433093,0.8703671256362246,15.413481775848437,1.1568188401247281,1.3689032160277532,15.493014657270356,0.7564852143669162,0.8982963435708611,15.786675546315223,1.2002016178558224,1.4253614880441767,15.796685407665226,0.7757483386146693,0.9250641287109523,16.14112854039102,1.2390196039501187,1.4758116518218487,16.044869111814965,0.7932602591828487,0.9489215555331952,16.404021538206187,1.2784113237375896,1.5254663262663866,16.19537568773935,0.8085739054731353,0.9666887082853647,16.35633078746526,1.308317551908218,1.5590353588112633,16.081598501666647,0.8255731645717317,0.9853219469233587,16.212851327471018,1.341301641886642,1.5983755341920933,16.08344765082948,0.2498172636655194
