epoch,train_loss,val_loss,val_final_loss,val_incident_loss,val_branch_loss,val_gate_loss,val_hard_rate,val_affected_rate,val_gate_mean
1,0.5860140540037945,0.6610583267935087,0.4101290893611823,0.419269324185627,0.6162976880691428,0.7045009397105458,0.45133545133847974,0.2938357565530315,0.5628016057752331
2,0.5831449434256099,0.6595343745538365,0.4094999179004276,0.41735583850064945,0.6141312476544705,0.7017704829333866,0.44867292192650754,0.2938357565530315,0.5651573982805228
3,0.5820905353612961,0.6591462034491062,0.4090448495501812,0.4168957023659784,0.6142453885759976,0.7023094263765673,0.44692097747623816,0.2938357565530315,0.5672281424218112
