epoch,train_loss,val_loss,val_residual_loss,val_reliability_loss,val_branch_gap,val_gate_mean,val_base_gate_mean
1,0.38230864703655243,0.4287950173020363,0.4080003425478935,0.6931556761264801,0.30508948117494583,0.4694977253675461,0.46953199803829193
