epoch,train_loss,val_loss,val_model_mae,val_blend_mae,val_mae_improvement_pct,val_model_rmse,val_blend_rmse,val_model_mape,val_blend_mape,val_model_robust_mae,val_blend_robust_mae,val_robust_improvement_pct,val_valid_values
1,0.019777192821493372,0.8415587296129211,4.457504756432528,4.609995662125246,3.3078318694646653,13.68609429399947,13.979598470413283,21.314484915058674,21.28963207593156,0.8415587296129211,0.8543541974714137,1.4976771807714733,301631.0
