epoch,train_loss,val_loss,val_residual_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss,val_branch_loss,val_gate_alignment_loss
1,0.4044336900824592,0.451235760537699,0.4415416264954351,0.21703408672380267,0.44718790630166233,0.8113357809748155,0.4668147599480814,0.03578398086638208
2,0.3988317469755808,0.44759064386332537,0.43794607456234047,0.21703408672380267,0.446095883464699,0.766340256545365,0.46419404988744334,0.03606896636352703
3,0.398880577371234,0.45239181387959093,0.4422363558561579,0.21703408672380267,0.4522289316730114,0.7523188142325934,0.4852209610018327,0.04510394434793095
4,0.39814110511825196,0.44182543944349356,0.43198157252819724,0.21703408672380267,0.4462109593363993,0.7037197640561682,0.4711475951669152,0.04209166011877947
5,0.3908027663117363,0.44393685032186014,0.4342318035098471,0.21703408672380267,0.4476091325140212,0.7101815937153896,0.4660702619271832,0.03836408172622808
