epoch,train_loss,val_loss,val_final_loss,val_source_loss,val_correction_l1,val_unaffected_correction,val_affected_correction,val_affected_rate,val_severity_high_rate,val_recovery_long_rate,val_high_long_rate
1,0.5987549969490539,0.7478118391036988,0.7478095917701721,0.7478100673357646,3.3347070741001515e-05,3.175812671543099e-05,3.7258940593649945e-05,0.29008283440272015,0.30966666650772096,0.3470000000397364,0.24766666662693024
2,0.5980327928319891,0.7478123477300008,0.7478088979721069,0.7478100673357646,4.952313688894113e-05,4.915254034373599e-05,5.040271650068462e-05,0.29008283440272015,0.30966666650772096,0.3470000000397364,0.24766666662693024
