epoch,train_loss,val_loss,val_residual_loss,val_veto_loss,val_node_event_veto_loss,val_ranking_loss,val_regret_loss,val_sparsity_loss,val_impact_loss,val_event_aux_loss,val_node_aux_loss,val_event_focus_mean,val_affected_event_focus_mean,val_event_target_boost_mean,val_affected_event_target_boost_mean,val_normal_advantage_mean,val_positive_rate,val_affected_positive_rate,val_ranking_positive_count,val_ranking_negative_count,val_node_event_target_mean,val_node_event_positive_rate,val_normal_veto_mean,val_affected_normal_veto_mean,val_effective_gate_mean,val_base_gate_mean
1,1.0052330493927002,1.1720486283302307,0.7667768150568008,1.1073817908763885,3.750374972820282,0.0,0.3012862429022789,0.019461555872112513,0.2081935591995716,0.4430141970515251,0.8336198776960373,0.5056294277310371,0.6431793570518494,0.0,0.0,-0.07317611202597618,0.2547406479716301,0.27991724759340286,0.0,0.0,0.8472024649381638,0.8472024649381638,0.01950067561119795,0.01945179235190153,0.43119118362665176,0.4397714361548424
